37.231.90.11 - - [21/May/2023:19:56:25 +0000] "GET /N_Analysis/newtons/ HTTP/1.1" 200 1254 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.006
37.231.90.11 - - [21/May/2023:19:56:37 +0000] "GET /N_Analysis/falsi_fpi/ HTTP/1.1" 200 1273 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.007
37.231.90.11 - - [21/May/2023:19:56:47 +0000] "GET /N_Analysis/falsi_fpi/ HTTP/1.1" 200 1271 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:19:56:55 +0000] "GET /N_Analysis/falsi_fpi/ HTTP/1.1" 200 1271 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.003
37.231.90.11 - - [21/May/2023:19:56:57 +0000] "GET /N_Analysis/newtons/ HTTP/1.1" 200 1257 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:19:57:03 +0000] "GET /N_Analysis/FPI/ HTTP/1.1" 200 1247 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.006
37.231.90.11 - - [21/May/2023:19:57:13 +0000] "GET /N_Analysis/bisection/ HTTP/1.1" 200 1278 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.006
37.231.90.11 - - [21/May/2023:19:57:21 +0000] "GET / HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:19:57:24 +0000] "GET /calc/ HTTP/1.1" 200 1323 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.007
78.182.145.42 - - [21/May/2023:19:57:43 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.003
78.182.145.42 - - [21/May/2023:19:57:44 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.010
37.231.90.11 - - [21/May/2023:19:58:10 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:19:58:10 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.009
37.231.90.11 - - [21/May/2023:19:58:12 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:19:58:15 +0000] "GET /N_Analysis/horners/ HTTP/1.1" 200 1221 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.007
37.231.90.11 - - [21/May/2023:19:58:19 +0000] "GET /N_Analysis/regula_falsi/ HTTP/1.1" 200 1265 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.006
37.231.90.11 - - [21/May/2023:20:02:16 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:20:02:19 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.015
37.231.90.11 - - [21/May/2023:20:02:24 +0000] "GET /quadeq/ HTTP/1.1" 200 1382 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.007
37.231.90.11 - - [21/May/2023:20:02:27 +0000] "GET /upload/ HTTP/1.1" 200 1277 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.003
37.231.90.11 - - [21/May/2023:20:02:36 +0000] "POST /upload/ HTTP/1.1" 200 1259 "http://shaqinair.pythonanywhere.com/upload/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.038
37.231.90.11 - - [21/May/2023:20:02:36 +0000] "GET /upload/Snapchat-269265218.jpg HTTP/1.1" 404 1163 "http://shaqinair.pythonanywhere.com/upload/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.009
37.231.90.11 - - [21/May/2023:20:02:39 +0000] "POST /upload/ HTTP/1.1" 200 1309 "http://shaqinair.pythonanywhere.com/upload/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.007
78.182.145.42 - - [21/May/2023:20:04:17 +0000] "GET /profiles/ HTTP/1.1" 200 1033 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.008
37.231.90.11 - - [21/May/2023:20:04:31 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.002
37.231.90.11 - - [21/May/2023:20:04:33 +0000] "GET /signup/ HTTP/1.1" 200 1353 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.007
37.231.90.11 - - [21/May/2023:20:04:41 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.018
37.231.90.11 - - [21/May/2023:20:04:41 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/signup/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.008
78.182.145.42 - - [21/May/2023:20:05:12 +0000] "GET /profiles/ HTTP/1.1" 200 1033 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.793
37.231.90.11 - - [21/May/2023:20:07:31 +0000] "POST /signup/ HTTP/1.1" 302 0 "http://shaqinair.pythonanywhere.com/signup/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.979
37.231.90.11 - - [21/May/2023:20:07:31 +0000] "GET / HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/signup/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.004
37.231.90.11 - - [21/May/2023:20:07:42 +0000] "GET /login/ HTTP/1.1" 200 1305 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.003
37.231.90.11 - - [21/May/2023:20:07:55 +0000] "POST /login/ HTTP/1.1" 302 0 "http://shaqinair.pythonanywhere.com/login/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.753
37.231.90.11 - - [21/May/2023:20:07:55 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/login/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Mobile Safari/537.36" "37.231.90.11" response-time=0.009
78.182.145.42 - - [21/May/2023:20:10:35 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.016
78.182.145.42 - - [21/May/2023:20:10:37 +0000] "GET /profiles/Dora_marq/ HTTP/1.1" 200 1083 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.014
78.182.145.42 - - [21/May/2023:20:10:43 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/profiles/Dora_marq/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.007
78.182.145.42 - - [21/May/2023:20:14:19 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/profiles/Dora_marq/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.008
78.182.145.42 - - [21/May/2023:20:14:21 +0000] "GET /main/ HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.003
78.182.145.42 - - [21/May/2023:20:14:26 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:14:28 +0000] "GET / HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.003
69.171.249.11 - - [21/May/2023:20:15:48 +0000] "GET / HTTP/1.1" 200 1156 "-" "facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)" "69.171.249.11" response-time=0.003
78.182.145.42 - - [21/May/2023:20:17:22 +0000] "GET / HTTP/1.1" 200 1156 "http://instagram.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477) NW/3" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:17:28 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.011
78.182.145.42 - - [21/May/2023:20:17:30 +0000] "GET /profiles/ishaqkhan/ HTTP/1.1" 200 1074 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.007
78.182.145.42 - - [21/May/2023:20:17:34 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/profiles/ishaqkhan/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.008
78.182.145.42 - - [21/May/2023:20:17:35 +0000] "GET /main/ HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:17:40 +0000] "GET /quadeq/ HTTP/1.1" 200 1379 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:17:45 +0000] "GET /calc/ HTTP/1.1" 200 1323 "http://shaqinair.pythonanywhere.com/quadeq/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.003
78.182.145.42 - - [21/May/2023:20:17:48 +0000] "GET /main/ HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/calc/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:17:51 +0000] "GET /upload/ HTTP/1.1" 200 1279 "http://shaqinair.pythonanywhere.com/main/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.003
78.182.145.42 - - [21/May/2023:20:17:55 +0000] "GET / HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/upload/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:17:58 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.002
78.182.145.42 - - [21/May/2023:20:18:03 +0000] "GET /N_Analysis/newtons/ HTTP/1.1" 200 1255 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.005
78.182.145.42 - - [21/May/2023:20:18:07 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/N_Analysis/newtons/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.001
78.182.145.42 - - [21/May/2023:20:18:13 +0000] "GET / HTTP/1.1" 200 1156 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 283.0.0.16.103 (iPhone9,1; iOS 15_7_5; en_TR; en-TR; scale=2.00; 750x1334; 474411477)" "78.182.145.42" response-time=0.002
5.46.162.34 - - [21/May/2023:20:23:16 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "5.46.162.34" response-time=0.002
78.182.145.42 - - [21/May/2023:20:23:17 +0000] "GET / HTTP/1.1" 200 1156 "-" "WhatsApp/2.23.9.77 i" "78.182.145.42" response-time=0.003
5.46.162.34 - - [21/May/2023:20:23:17 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "5.46.162.34" response-time=0.025
5.46.162.34 - - [21/May/2023:20:23:21 +0000] "GET /login/ HTTP/1.1" 200 1306 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "5.46.162.34" response-time=0.003
78.182.145.42 - - [21/May/2023:20:25:55 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=1.276
78.182.145.42 - - [21/May/2023:20:25:59 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.003
78.182.145.42 - - [21/May/2023:20:26:26 +0000] "GET /signup/ HTTP/1.1" 200 1351 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36" "78.182.145.42" response-time=0.003
110.235.224.31 - - [21/May/2023:20:30:54 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.002
110.235.224.31 - - [21/May/2023:20:30:54 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.011
110.235.224.31 - - [21/May/2023:20:31:03 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.010
110.235.224.31 - - [21/May/2023:20:31:05 +0000] "GET /profiles/ishaqkhan/ HTTP/1.1" 200 1074 "http://shaqinair.pythonanywhere.com/profiles/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.009
110.235.224.31 - - [21/May/2023:20:31:16 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.001
110.235.224.31 - - [21/May/2023:20:31:23 +0000] "GET /N_Analysis/bisection/ HTTP/1.1" 200 1281 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.003
110.235.224.31 - - [21/May/2023:20:35:32 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.002
110.235.224.31 - - [21/May/2023:20:35:35 +0000] "GET /upload/ HTTP/1.1" 200 1279 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.006
110.235.224.31 - - [21/May/2023:20:35:38 +0000] "GET /calc/ HTTP/1.1" 200 1323 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "110.235.224.31" response-time=0.002
85.108.194.4 - - [21/May/2023:21:31:37 +0000] "GET / HTTP/1.1" 200 1156 "-" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.004
85.108.194.4 - - [21/May/2023:21:31:37 +0000] "GET /favicon.ico HTTP/1.1" 404 1145 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.013
85.108.194.4 - - [21/May/2023:21:31:41 +0000] "GET /calc/ HTTP/1.1" 200 1326 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.003
85.108.194.4 - - [21/May/2023:21:31:48 +0000] "GET /N_Analysis/ HTTP/1.1" 200 1239 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.002
85.108.194.4 - - [21/May/2023:21:31:50 +0000] "GET /N_Analysis/bisection/ HTTP/1.1" 200 1282 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.002
85.108.194.4 - - [21/May/2023:21:31:53 +0000] "GET /N_Analysis/newtons/ HTTP/1.1" 200 1255 "http://shaqinair.pythonanywhere.com/N_Analysis/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.002
85.108.194.4 - - [21/May/2023:21:31:58 +0000] "GET /login/ HTTP/1.1" 200 1305 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.003
85.108.194.4 - - [21/May/2023:21:32:00 +0000] "GET /signup/ HTTP/1.1" 200 1355 "http://shaqinair.pythonanywhere.com/login/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.003
85.108.194.4 - - [21/May/2023:21:32:09 +0000] "GET /profiles/ HTTP/1.1" 200 1049 "http://shaqinair.pythonanywhere.com/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36" "85.108.194.4" response-time=0.016
